10211	1266	354	42	54	21	27	0
#warp
10212	1374	327	48	81	24	40	0
#hold idle	
10213	1431	327	42	81	21	40	0
#hold run
10214	1482	327	45	81	24	40	0
10215	1536	327	48	81	27	40	0
#kick	
10216	1593	327	63	81	21	40	0

# RACCOON MARIO
#idle
10300	240	426	63	84	42	43	0
#walk	
10301	312	426	66	84	42	43	0
10302	387	426	69	84	42	43	0
#skid
10303	465	420	48	90	21	49	0
#attack - second sprite is warp
10304	234	321	69	84	48	43	0
10305	522	426	48	84	24	43	0
10306	579	426	69	84	21	43	0
10307	657	426	48	84	24	43	0
#jump
10308	771	429	69	81	42	43	0
#slow fall
10309	849	429	69	81	42	43	0
10310	927	429	69	81	42	43	0
10311	1005	426	66	84	39	43	0
#run max speed
10312	1080	426	72	84	45	43	0
10313	1161	426	72	84	45	43	0
10314	1242	426	72	84	45	43	0
#fly (first sprite is fall , thrird sprite is jump (max speed))
10315	1323	429	72	81	45	40	0
10316	1404	429	72	81	45	40	0
10317	1485	426	72	84	45	40	0
#crouch
10318	1566	456	66	54	42	27	0
#hold idle
10319	1698	426	63	84	42	43	0
#hold run
10320	1770	426	66	84	42	43	0
10321	1845	429	69	81	42	40	0
#kick
10322	1923	426	66	84	21	43	0


#FireBall
20000	486	372	24	24	12	12	0
20001	519	369	24	27	12	12	0
20002	552	372	24	24	12	12	0
20003	585	369	24	27	12	15	0


#Goomba
#walk
20100	27	33	48	48	24	24	1
20101	96	33	48	48	24	24	1
#die
20102	162	33	48	48	24	24	1
#fly
20103	225	18	60	72	30	48	1
20104	297	18	60	72	30	48	1
#flywalk
20105	375	33	60	57	30	33	1
20106	447	33	60	57	30	33	1
#poop
20107	522	63	24	27	12	14	1

#Koopas
#walk
20200	93	357	48	78	24	54	1
20201	150	354	48	81	24	57	1
#shell
20202	96	447	48	48	24	24	1
20203	159	444	48	48	24	24	1
20204	222	444	48	48	24	24	1
#fly
20205	315	387	48	81	24	57	1
20206	378	390	48	78	24	54	1
20207	447	387	48	81	24	57	1
#redkoopas
20300	84	201	48	78	24	54	1
20301	141	198	48	81	24	57	1
20302	87	291	48	48	24	24	1
20303	150	288	48	48	24	24	1
20304	213	288	48	48	24	24	1

#ParaGoomba
20400	198	105	60	72	30	48	1
20401	348	120	60	57	30	33	1
20402	270	105	60	72	30	48	1
20403	420	120	60	57	30	33	1
20404	312	210	48	48	24	24	1
20405	375	210	48	48	24	24	1
20406	435	210	48	48	24	24	1

#BoomerangBro
20500	99	513	48	72	24	36	1
20501	171	513	48	72	24	36	1
20502	717	692	84	86	24	50	1
20503	813	692	84	87	24	51	1

#Boomerang
20600	435	558	48	48	24	24	1
20601	432	498	48	48	24	24	1
20602	372	498	48	48	24	24	1
20603	375	564	48	48	24	24	1

#BRICK
30000	822	564	48	48	24	24	2
30001	879	564	48	48	24	24	2
30002	936	564	48	48	24	24	2
30003	993	564	48	48	24	24	2

#Question block
30100	471	564	48	48	24	24	2
30101	528	564	48	48	24	24	2
30102	588	564	48	48	24	24	2
30103	645	564	48	48	24	24	2

30104	705	564	48	48	24	24	2

#Music Note Block
30200	1056	564	48	48	24	24	2
30201	1113	564	48	48	24	24	2
30202	1170	564	48	48	24	24	2

#Music Noteblock red
30300	1107	432	48	48	24	24	2
30301	1164	432	48	48	24	24	2
30302	1221	432	48	48	24	24	2

#mushroom (red and green)
30400	468	363	48	48	24	24	2
30401	858	363	48	48	24	24	2
#leaf
30402	540	363	48	48	24	24	2

#P button
30500	468	432	48	48	24	24	2
30501	534	432	48	48	24	24	2

30502	600	432	48	48	24	24	2	

#Coin
30600	882	303	24	42	12	21	2
30601	933	303	3	42	1	21	2
30602	963	303	12	42	6	21	2
30603	1002	300	42	48	21	24	2
30604	1071	300	18	48	9	24	2
30605	1116	300	30	48	15	24	2

#plant
#red fire shooting plant
30700	21	99	48	96	24	48	1
30701	21	213	48	96	24	48	1
#green fire
30702	18	498	48	72	24	36	1
30703	18	585	48	72	24	36	1
#green eating
30704	21	321	48	72	24	36	1
30705	21	411	48	72	24	36	1

#hud_main
40000	36	384	696	84	348	42	3

#endgamereward
#mushroom - plant - star
50000	549	3	78	78	0	0	4
50001	465	3	78	78	0	0	4
50002	381	3	78	78	0	0	4
# ani_id	sprite1_id	time1	sprite2_id	time2	...

#WorldMapMario
60000	660	24	42	48	21	24	0
60001	711	24	42	48	21	24	0
60002	477	162	48	63	24	31	0
60003	534	162	48	63	24	31	0
60004	372	345	48	63	24	31	0
60005	429	345	48	63	24	31	0
60006	12	438	38	72	24	48	0
60007	69	438	38	72	24	48	0
[ANIMATIONS]

# ==== MARIO =========
#SMALL (idle - walk - skid - jump - run - jump max- crouch -warp - idlehold - runhold -kick - special)
100	10000	100
101	10001	100	10000	100
102	10002	100
103	10003	100
104	10004	100	10005	100
105	10006	100
106	10007	100
107	10008	100
108	10009	100
109	10010	100	10009	100
110	10011	100


#BIG
200	10100	100
201	10101	80	10102	80	10100	80
202	10103	100
203	10104	100
204	10105	50	10106	50	10107	50
205	10108	100
206	10109	100
207	10110	100
208	10111	100
209	10112	100	10113	100
210	10114	100
211	10102	100

#FIRE
300	10200	100
301	10201	80	10202	80	10200	80
302	10203	100
303	10206	100
304	10207	50	10208	50	10209	50
305	10210	100
306	10211	100
307	10212	100
308	10213	100
309	10214	100	10215	100	10213	100
310	10216	100
311	10204	100	10205	100
312	10202	100

#RACCOON
400	10300	100
401	10301	100	10302	100 	10300	100
402	10303	100
403	10308	100
404	10312	100	10313	50 	10314	50
405	10317	100
406	10318	100
407	10305	100
408	10319	100
409	10320	100	10321	100	10319	100
410	10322	100
411	10304	120	10305	80	10306	120	10307	80
412	10309	100
413	10315	100
414	10309	100	10310	100	10311	100
415	10315	100	10316	100	10317	100

#FireBall
500	20000	100	20001	100	20002	100	20003	100

#Goomba
600	20100	100	20101	100
601	20102	100
#para (fly, walk, walk, die)
602	20400	100	20403	100	20402	100	20401	100
603	20401	100	20403	100
604	20404	100	20405	100
605	20406	100
#goomba fly, walk fly, poop
606	20103	100	20104	100
607	20105	100	20106	100
608	20107	100
609	20103	100	20106	100	20104	100	20105	100


#Koopas
700	20200	100	20201	100
701	20202	100
702	20203	100	20204	100	20202	100

703	20300	100	20301	100
704	20302	100
705	20303	100	20304	100	20302	100
#flykoopas
706	20205	100	20206	100	20207	100
#question block
800	30100	100	30101	100	30102	100	30103	100
801	30104	100

#brick
802	30000	100	30001	100	30002	100	30003	100
#music note
803	30200	100	30201	100	30202	100
#music note (red)
804	30300	100	30301	100	30302	100
#red mushroom
805	30400	100
#green mushroom
806	30401	100
#leaf
807	30402	100
#P button
808	30500	100	30501	100
809	30502	100
#Coin
810	30600	100	30601	100	30602	100	30603	100	30604	100	30605	100
#redshootplant (down-up)
811	30700	100
812	30701	100
#greenshootplant (down-up)
813	30702	100
814	30703	100
#greeneating
815	30704	100	30705	100
#BrickCoin
816	30603	100
#hud
1000	40000	100
#endgame reward (mushroom - plant - star)
900	50000	100
901	50001	100
902	50002	100
#word map
#mario
1000	60000	100	60001	100
1001	60002	100	60003	100
1002	60004	100	60005	100
1003	60006	100	60007	100
#bush
1004	80000	200	80001	200	80002	200	80003	200
#screen tittle
1005	90004	500	90005	500	90006	500	90007	500
#curtain
1006	90000	100
#pipe
1100	22	100
1101	23	100
1102	24	100
1103	25	100
#boomerangbro
1200	20500	100	20501	100
1201	20502	100	20503	100
#boomerang
1202	20600	100
1203	20602	100	20600	100	20603	100	20601	100
